,link_item,title,price,index_id,discount_idx,discount_percent,starsReview_idx,stars_review,soldProduct_idx,sold_product,location,brand_name
10,https://www.lazada.vn/products/camera-quay-quet-hikvision-ds-2de2c400iw-dew-h265-c400-chinh-hang-hikvision-viet-nam-i2036597540.html,"Camera Quay Quét HikVision DS-2DE2C400IW-DE/W H265+ ,C400 (chính hãng Hikvision Việt Nam)",1.850.000 ₫,11,,,,,,,Hà Nội,Hikvision
11,https://www.lazada.vn/products/camera-wifi-yoosee-3-rau-chuan-30-full-hd-1296p-sieu-net-xoay-360-do-dam-thoai-xem-dem-top-camera-i1913719984.html,Camera Wifi Yoosee 3 Râu Chuẩn 3.0 Full Hd 1296P Siêu Nét Xoay 360 Độ Đàm Thoại Xem Đêm- TOP CAMERA,346.000 ₫,12,12.0,44%off,12.0,(196),12.0,505 Đã bán,Hồ Chí Minh,Hikvision
12,https://www.lazada.vn/products/camera-wifi-khong-day-camera-bong-den-toan-canh-vr-360-do-pho-bien-man-hinh-mang-wifi-v380-cctv-night-vison-top-camera-i1913714981.html,"Camera Wifi Không Dây, Camera Bóng Đèn Toàn Cảnh VR 360 Độ Phổ Biến Màn Hình Mạng Wifi V380, CCTV Night Vison- TOP CAMERA",385.000 ₫,13,13.0,41%off,13.0,(180),13.0,477 Đã bán,Hồ Chí Minh,KBone
13,https://www.lazada.vn/products/camera-ip-wifi-khong-day-dome-20mp-kbone-kn-2002wn-thuong-hieu-my-bao-hanh-2-nam-i1339642461.html,Camera IP Wifi không dây Dome 2.0MP KBONE KN-2002WN Thương hiệu Mỹ - Bảo Hành 2 Năm,735.000 ₫,14,,,,,,,Hà Nội,OEM
14,https://www.lazada.vn/products/tang-the-nho-64gbcamera-giam-sat-ngoai-troi-ca-me-ra-360-wifi-camera-yoosee-camera-ezviz-camera-giam-sat-khong-day-camera-trong-nhacamera-an-ninh-gia-dinh-camera-sieu-net-cam-bien-chuyen-dongdam-thoai-2-chieu-hong-ngoai-quay-d-i2019117796.html,"[TẶNG THẺ NHỚ 64GB]camera giám sat ngoài trời, ca me ra 360 wifi, camera yoosee, camera ezviz, camera giám sát không dây, camera trong nhà,camera an ninh gia đình, camera siêu nét cảm biến chuyển động,đàm thoại 2 chiều, hồng ngoại quay đ",759.000 ₫,15,15.0,42%off,15.0,(123),15.0,364 Đã bán,Hà Nội,FNKvision
15,https://www.lazada.vn/products/camera-ip-wifi-yoosee-5g-fnkvision-50mp-mau-moi-2023-quan-sat-360-do-phien-ban-tieng-viet-bao-hanh-12-thang-i2183426171.html,Camera IP Wifi Yoosee 5G FNKVISION 5.0mp mẫu mới 2023 - quan sát 360 độ - phiên bản tiếng việt - bảo hành 12 tháng,399.000 ₫,16,16.0,34%off,16.0,(2),16.0,10 Đã bán,Hồ Chí Minh,OEM
16,https://www.lazada.vn/products/mien-phi-van-chuyen-camera-yoosee-ngoai-troi-adb-ptz-20-led-loa-sieu-khung-mau-moi-2022-xoay-360-chong-nuoc-tuyet-doi-i1986615369.html,( MIỄN PHÍ VẬN CHUYỂN ) CAMERA YOOSEE NGOÀI TRỜI ADB - PTZ 20 LED LOA SIÊU KHỦNG MẪU MỚI 2022 - XOAY 360 CHÔNG NƯỚC TUYỆT ĐỐI,648.000 ₫,17,17.0,35%off,17.0,(118),17.0,"2,426 Đã bán",Lạng Sơn,No Brand
17,https://www.lazada.vn/products/camera-yoosee-ngoai-troi-ptz-adb-20-led-loa-sieu-khung-hang-chuan-50-sieu-net-goc-rong-chong-nuoc-tuyet-doi-bao-hanh-12-thang-i1986355034.html,camera yoosee ngoài trời ptz adb 20 led - LOA SIÊU KHỦNG - hàng chuẩn 5.0 siêu nét góc rông - chống nước tuyệt đối - bảo hành 12 tháng,645.000 ₫,18,18.0,35%off,18.0,(141),18.0,"2,675 Đã bán",Lạng Sơn,No Brand
18,https://www.lazada.vn/products/camera-ip-wifi-hong-ngoai-ezviz-c3tn-2mp-color-night-vision-camera-ngoai-troi-co-mau-ban-dem-mau-moi-2022-h265-tich-hop-mic-ho-tro-the-nho-len-256g-hanh-chinh-hang-i1866591287.html,"Camera IP Wifi hồng ngoại EZVIZ C3TN 2MP (Color Night Vision) - Camera ngoài trời, có màu ban đêm, mẫu mới 2022 H265, tích hợp mic, hỗ trợ thẻ nhớ lên 256G, hành chính hãng",1.179.000 ₫,19,,,,,,,Hồ Chí Minh,No Brand
19,https://www.lazada.vn/products/cung-ve-nha-don-tet-nha-hop-ky-thuat-chuyen-dung-cho-camera-hikvision-kbvision-ezviz-imou-bang-nhua-chac-chan-lap-dat-ngoai-troi-khong-so-mua-nang-saigon-technology-camera-phanphoicamera-saigontechzone-i865682441.html,"🔴[CÙNG VỀ NHÀ - ĐÓN TẾT NHA] Hộp kỹ thuật chuyên dụng cho camera Hikvision, KBvision, Ezviz, Imou... bằng nhựa chắc chắn lắp đặt ngoài trời không sợ mưa nắng - Saigon Technology #camera #phanphoicamera #saigontechzone",7.821 ₫,20,20.0,48%off,20.0,(189),20.0,"4,256 Đã bán",Hồ Chí Minh,Ezviz
20,https://www.lazada.vn/products/kebidumei-camera-ip-a9-wifi-4k-hd-voi-tf-nhin-trong-dem-camera-thong-minh-khong-day-cho-gia-dinh-i2215554258.html,Kebidumei Camera IP A9 WIFI 4K HD Với TF Nhìn Trong Đêm Camera Thông Minh Không Dây Cho Gia Đình,101.000 ₫,21,,,,,,,Nước ngoài,kebidumei
21,https://www.lazada.vn/products/camera-yoosee-xoay-360-ban-dem-co-mau-new-2023-thiet-ke-gon-gang-khong-enten-van-bat-song-tot-i2093760223.html,Camera yoosee Xoay 360 Ban đêm có màu new 2023 - thiết kế gọn gàng - không enten vẫn bắt sóng tốt,385.000 ₫,22,22.0,19%off,22.0,(58),22.0,148 Đã bán,Hà Nội,OEM
22,https://www.lazada.vn/products/freeship-camera-wifi-ezviz-h6c-4mp-do-phan-giai-2k-xoay-360-do-dam-thoai-2-chieu-theo-doi-chuyen-dong-chuan-h265-digi-smarthome-i2060365309.html,"[FREESHIP] Camera WIFI EZVIZ H6C 4MP - Độ Phân Giải 2K, Xoay 360 độ, Đàm Thoại 2 Chiều, Theo Dõi Chuyển Động, Chuẩn H.265 - DIGI SmartHome",1.489.000 ₫,23,23.0,50%off,23.0,(3),23.0,12 Đã bán,Hồ Chí Minh,Ezviz
23,https://www.lazada.vn/products/camera-wifi-gan-sim-4g-camera-mini-4g-lite-full-hd-1080p-da-chuc-nang-quay-video-chup-anh-ghi-am-quan-sat-theo-doi-tu-xa-xem-truc-tiep-tren-dien-thoai-qua-4g-hoac-wifi-i2051668638.html,"Camera Wifi Gắn Sim 4G ,Camera Mini S13 4G LITE Full hd 1080P - Đa Chức Năng: Quay Video, Chụp Ảnh, Ghi Âm, Quan Sát Theo Dõi Từ Xa, Xem Trực Tiếp Trên Điên Thoại Qua 4G Hoặc Wifi",1.399.000 ₫,24,24.0,50%off,24.0,(165),24.0,507 Đã bán,Hồ Chí Minh,YooSee
24,https://www.lazada.vn/products/camera-an-ninh-ngoai-troi-tuya-hd-40mp-ong-kinh-kep-zoom-ky-thuat-so-4x-ip-wifi-p2p-video-survillance-am-thanh-hai-chieu-co-mau-tam-nhin-tu-dong-theo-doi-ptz-dome-as-ty-ip908dl-i2016059784.html,Camera An Ninh Ngoài Trời Tuya HD 4.0MP Ống Kính Kép Zoom Kỹ Thuật Số 4X IP WiFi P2P Video Survillance Âm Thanh Hai Chiều Có Màu Tầm Nhìn Tự Động Theo Dõi PTZ Dome AS-TY-IP908DL,863.000 ₫,25,25.0,14%off,25.0,(4),25.0,7 Đã bán,Nước ngoài,No Brand
25,https://www.lazada.vn/products/camera-ngoai-troi-wifi-vitacam-vb1095-3mpx-ultra-hd-2k-chip-hisilicon-moi-nhat-2022-bao-hanh-2-nam-i1894651537.html,Camera Ngoài Trời WIFI VITACAM VB1095 - 3Mpx Ultra HD 2K – Chip HISILICON Mới Nhất 2022 - Bảo Hành 2 Năm,683.000 ₫,26,26.0,15%off,26.0,(6),26.0,27 Đã bán,Hồ Chí Minh,Vitacam
26,https://www.lazada.vn/products/camera-ip-poe-hikvision-40mp2k-tic-hop-mic-ds-2cd1143g0-iuf-hang-chinh-hang-i1889823128.html,Camera IP POE HIKVISION 4.0MP/2K [ TÍC HỢP MIC ] DS-2CD1143G0-IUF - Hàng Chính Hãng,1.590.000 ₫,27,,,,,,,Hà Nội,Hikvision
27,https://www.lazada.vn/products/tuy-chon-combo-camera-the-1286432gb-camera-wifi-goviz-5-rau-the-he-moi-camera-chinh-hang-20mpx-full-hd-sieu-sac-net-ma-kem-the-455k-va-khong-the-345k-i500164864.html,(TÙY CHỌN COMBO CAMERA THẺ 128/64/32GB ) CAMERA WIFI GOVIZ 5 RÂU THẾ HỆ MỚI - CAMERA CHÍNH HÃNG 2.0MPX FULL HD SIÊU SẮC NÉT - (MÃ KÈM THẺ 455K VÀ KHÔNG THẺ 345K),248.000 ₫,28,28.0,34%off,28.0,(583),28.0,"2,180 Đã bán",Bắc Ninh,Goviz
28,https://www.lazada.vn/products/bao-hanh-12-thang-camera-wifi-app-yoosee-ngoai-troi-full-hd1080p-20mp-quay-dem-co-mau-hinh-anh-sac-net-chong-nuoc-chong-trom-dam-thoai-2-chieu-i344632379.html,(bảo hành 12 tháng )Camera wifi app yoosee ngoài trời FULL HD1080P - 2.0MP quay đêm có màu hình ảnh sắc nét chống nước chống trộm - đàm thoại 2 chiều,529.000 ₫,29,29.0,38%off,29.0,(85),29.0,477 Đã bán,Hồ Chí Minh,OEM
29,https://www.lazada.vn/products/camera-wifi-khong-day-camera-bong-den-360-do-camera-sieu-nho-wifi-fullhd-1080p-da-nang-hong-ngoai-quay-ban-dem-hinh-anh-sac-net-ca-ngay-va-dem-sieu-ben-ket-noi-wifi-qua-dien-thoai-xem-i2152271361.html,"Camera wifi không dây, Camera bóng đèn 360 độ Camera Siêu Nhỏ Wifi FULLHD 1080P Đa Năng- Hồng Ngoại Quay Ban Đêm, Hình Ảnh Sắc Nét Cả Ngày Và Đêm, Siêu Bền- Kết Nối Wifi Qua Điện Thoại Xem",409.000 ₫,30,30.0,26%off,30.0,(73),30.0,113 Đã bán,Hà Nội,Ezviz
30,https://www.lazada.vn/products/llsee-ung-dung-icsee-hd-1080p-khong-day-ngoai-troi-camera-wifi-zoom-5x-nhin-dem-hong-ngoai-chong-nuoc-ip66-bao-mat-ip-camera-giam-sat-i2066198335.html,"LLsee, Ứng Dụng ICSEE, HD, 1080P Không Dây Ngoài Trời Camera WIFI, Zoom 5X, Nhìn Đêm Hồng Ngoại, Chống Nước IP66, Bảo Mật IP Camera Giám Sát",444.000 ₫,31,31.0,29%off,31.0,(2),31.0,48 Đã bán,Nước ngoài,OCM
31,https://www.lazada.vn/products/camera-wifi-dung-pin-sac-2mp-ezviz-bc2dam-thoai-2-chieu-hang-chinh-hang-i2038297864.html,"Camera Wifi dùng pin sạc 2MP EZVIZ BC2,đàm thoại 2 chiều (hàng chính hãng)",1.360.000 ₫,32,,,,,,,Hà Nội,YooSee
32,https://www.lazada.vn/products/fnkvisioncamera-ip-wifi-5g-yoosee-11-led-50mpx-full-hd-new-2023-quay-dem-co-mau-xoay-360-do-theo-doi-doi-tuong-i2031203756.html,【FNKvision】CAMERA IP WIFI 5G YOOSEE 11 LED 5.0Mpx Full HD New 2023 - QUAY ĐÊM CÓ MÀU - XOAY 360 ĐỘ - THEO DỖI ĐỐI TƯỢNG,220.000 ₫,33,33.0,37%off,33.0,(1377),33.0,"6,136 Đã bán",Hồ Chí Minh,No Brand
33,https://www.lazada.vn/products/camera-wifi-yoosee-50mpx-khong-rau-a8l50-xoay-360-do-ho-tro-xem-dem-co-mau-bao-hanh-12-thang-1-doi-1-trong-vong-7-ngay-neu-san-pham-co-loi-i1935694248.html,"Camera Wifi Yoosee 5.0MPX Không Râu A8L5.0, Xoay 360 Độ, Hỗ Trợ Xem Đêm Có Màu, Bảo Hành 12 Tháng, 1 đổi 1 trong vòng 7 ngày nếu sản phẩm có lỗi",489.000 ₫,34,34.0,31%off,34.0,(6),34.0,31 Đã bán,Hồ Chí Minh,FNKvision
34,https://www.lazada.vn/products/camera-mini-a9-camera-bi-mat-giam-sat-mang-ip-khong-day-wifi-hd-1080p-co-hong-ngoai-quan-sat-ban-dem-camera-an-ninh-gia-dinh-dieu-khien-tu-xa-p2p-su-dung-ket-noi-dien-thoai-di-dong-wifi-i1861171780.html,Camera Mini A9 Camera Bí Mật Giám Sát Mạng IP Không Dây WiFi HD 1080P Có Hồng Ngoại Quan Sát Ban Đêm Camera An Ninh Gia Đình Điều Khiển Từ Xa P2P Sử Dụng Kết Nối Điện Thoại Di Động WiFi,72.000 ₫,35,35.0,45%off,35.0,(18),35.0,74 Đã bán,Bình Dương,YooSee
35,https://www.lazada.vn/products/tang-chan-de-treo-tuong-camera-wifi-carecampro-30mp-phien-ban-v5pro-new-2022-hoac-2023-chay-app-carecampro-i1291337168.html,"[Tặng chân đế treo tường] Camera Wifi Carecampro 3.0MP, Phiên bản V5pro New 2022 hoặc 2023, Chạy App: CARECAMPRO",398.000 ₫,36,36.0,20%off,36.0,(33),36.0,219 Đã bán,Đà Nẵng,CARECAM
36,https://www.lazada.vn/products/24-thang-1-doi-1-camera-wifi-mini-w8-khong-day-chinh-hang-giam-sat-tu-xa-truyen-tai-hinh-anh-sac-net-do-phan-giai-1080p-ket-noi-wifi-co-che-do-thu-hinh-ban-dem-kich-co-sieu-nho-phu-hop-dung-trong-gia-dinh-i2231473666.html,[24 Tháng - 1 Đổi 1] Camera Wifi Mini W8 Không Dây Chính Hãng Giám Sát Từ Xa Truyền Tải Hình Ảnh Sắc Nét Độ Phân Giải 1080P Kết Nối Wifi Có Chế Độ Thu Hình Ban Đêm Kích Cỡ Siêu Nhỏ Phù Hợp Dùng Trong Gia Đình,499.000 ₫,37,37.0,44%off,37.0,(5),37.0,20 Đã bán,Hà Nội,YooSee
37,https://www.lazada.vn/products/camera-wiffi-khong-day-ip-360-do-2k-xiaomi-mi-home-bhr4457gl-camera-an-ninh-xiaomi-do-phan-giai-cao-dam-thoai-2-chieu-phat-hien-chuyen-dong-camera-an-ninh-sac-net-camera-chinh-hang-xiaomi-gia-re-i2196181783.html,"Camera Wiffi Không Dây IP 360 Độ 2K Xiaomi Mi Home BHR4457GL - Camera An Ninh Xiaomi Độ Phân Giải Cao, Đàm Thoại 2 Chiều, Phát Hiện Chuyển Động - Camera An Ninh Sắc Nét - Camera Chính Hãng Xiaomi Giá Rẻ",994.000 ₫,38,38.0,45%off,38.0,(20),38.0,166 Đã bán,Hà Nội,Xiaomi
38,https://www.lazada.vn/products/camera-ngoai-troi-ptz-36-led-yoosee-fhd-1080p-mau-moi-xoay-360-do-chong-nuoc-xem-ban-dem-co-mau-bh-6-thang-loi-1-doi-1-i2193036668.html,"Camera Ngoài Trời PTZ 36 LED YooSee FHD 1080P Mẫu Mới, Xoay 360 độ chống nước xem ban đêm có màu - BH 6 tháng LỖI 1 ĐỔI 1",379.000 ₫,39,39.0,31%off,39.0,(19),39.0,81 Đã bán,Hà Nội,OEM
39,https://www.lazada.vn/products/bh-1-nam-tuy-chon-the-128gb64gb32-camera-bong-den-yoosee-2mpx-sieu-hot-nam-2023-co-mau-ban-dem-ban-day-du-chuc-nang-dam-thoai-ghi-am-xoay-360-do-i2127479912.html,"(BH 1 NĂM - TÙY CHỌN THẺ 128GB/64GB/32 )Camera bóng đèn Yoosee 2MPX siêu hot năm 2023 Có màu ban đêm - Bản đầy đủ chức năng đàm thoại , ghi âm , xoay 360 độ",209.000 ₫,40,40.0,48%off,40.0,(228),40.0,"1,087 Đã bán",Bắc Ninh,YooSee
