,link_item,title,price,index_id,discount_idx,discount_percent,starsReview_idx,stars_review,soldProduct_idx,sold_product,location,brand_name
20,https://www.lazada.vn/products/camera-diy-wifi-mini-hd-1080p-khong-day-sieu-nho-sieu-sac-net-dung-de-giam-sat-an-ninh-gia-dinh-trong-nha-va-ngoai-troi-intl-i1570645311.html,"Camera DIY WiFi Mini HD 1080P Không Dây Siêu Nhỏ, Siêu Sắc Nét Dùng để giám sát an ninh gia đình trong nhà và ngoài trời-INTL",636.000 ₫,21,21.0,36%off,21.0,(1),21.0,17 Đã bán,Bình Dương,No Brand
21,https://www.lazada.vn/products/hang-xin-freeship-camera-ip-yoosee-mau-moi-30mpx-full-hd-1080p-xem-dem-co-hong-ngoai-xoay-360-do-i951484429.html,[HÀNG XỊN - FREESHIP] Camera Ip Yoosee Mẫu Mới 3.0mpx - Full HD 1080P - Xem Đêm Có Hồng Ngoại - Xoay 360 độ,239.000 ₫,22,22.0,47%off,22.0,(406),22.0,"2,210 Đã bán",Hà Nội,Vitacam
22,https://www.lazada.vn/products/hang-xin-freeship-camera-ip-yoosee-ngoai-troi-ptz-mini-36led-50mpx-1080p-chong-nuoc-xem-dem-co-mau-bh-6-thang-loi-1-doi-1-i823694013.html,[HÀNG XỊN - FREESHIP] Camera IP Yoosee Ngoài Trời PTZ mini 36LED 5.0Mpx 1080P - chống nước xem đêm có màu - BH 6 tháng Lỗi 1 đổi 1,299.000 ₫,23,23.0,40%off,23.0,(815),23.0,"3,758 Đã bán",Hà Nội,YooSee
23,https://www.lazada.vn/products/free-shipcamera-ngoai-troi-ptz-vitacam-dz3000-pro-4mp-ultra-hd-xoay-355-do-i819416010.html,[🚩FREE SHIP]CAMERA NGOÀI TRỜI PTZ VITACAM DZ3000 PRO 4MP ULTRA HD XOAY 355 ĐỘ,616.000 ₫,24,24.0,5%off,24.0,(47),24.0,179 Đã bán,Đà Nẵng,No Brand
24,https://www.lazada.vn/products/camera-yoosee-3-rau-trong-nha-co-cong-lan-bao-hanh-12-thang-do-phan-giai-fhd-1080p-dam-thoai-2-chieu-ho-tro-quay-dem-hong-ngoai-hoac-co-mau-i776254997.html,"Camera YOOSEE 3 râu trong nhà có cổng LAN (BẢO HÀNH 12 THÁNG) độ phân giải FHD 1080p , đàm thoại 2 chiều , Hỗ trợ quay đêm HỒNG NGOẠI hoặc CÓ MÀU",279.000 ₫,25,,,,,,,Hồ Chí Minh,OEM
25,https://www.lazada.vn/products/tuy-chon-combo-camera-the-128gb64gb32gb-camera-wifi-sony-ptz-xoay-360-do-40-ngoai-troi-trong-nha-40-mpx-full-hd-1080p-sieu-chong-chiu-thoi-tiet-new-2020-an-phat-company-ma-kem-the-615k-va-khong-kem-the-515k-i764772122.html,"( Tùy chọn Combo Camera Thẻ 128GB/64GB/32GB ) Camera Wifi Sony PTZ Xoay 360 Độ 4.0 Ngoài Trời - Trong Nhà 4.0 Mpx Full Hd 1080P , Siêu Chống Chịu Thời Tiết - New 2020 - An Phat Company (MÃ KÈM THẺ 615K VÀ KHÔNG KÈM THẺ 515K)",520.000 ₫,26,26.0,42%off,26.0,(196),26.0,908 Đã bán,Bắc Ninh,Sony
26,https://www.lazada.vn/products/ban-chay-camera-wifi-tp-link-tapo-c200-c210-smart-ir-full-hd-1080p-hang-chinh-hang-i406612346.html,[Bán Chạy] Camera Wifi TP-Link Tapo C200 / C210 Smart IR Full HD 1080P - Hàng Chính Hãng,498.000 ₫,27,27.0,45%off,27.0,(2002),27.0,"9,999+ Đã bán",Hồ Chí Minh,YooSee
27,https://www.lazada.vn/products/camera-wifi-mini-giam-sat-chat-luong-full-hd-sieu-net-co-wifi-cameramini-quay-len-camera-khong-day-camera-chong-trom-camera-mini-quay-demcamera-360-do-trong-nha-i2231019236.html,"Camera Wifi Mini Giám Sát, Chất Lượng Full HD Siêu Nét- Có Wifi, Cameramini quay lén, Camera không dây, Camera chống trộm, Camera mini quay đêm,Camera 360 độ trong nhà",149.000 ₫,28,28.0,48%off,28.0,(6),28.0,19 Đã bán,Hà Nội,TP-Link
28,https://www.lazada.vn/products/camera-khong-day-thong-minh-360-do-ip-ycc365-4g-dam-thoai-2-chieu-camera-gia-dinh-camera-an-ninh-camera-chinh-hang-xoay-360-do-theo-doi-doi-tuong-khong-day-sieu-ro-net-bao-ve-gia-dinh-qua-dien-thoai-i2230571380.html,Camera Không Dây Thông Minh 360 Độ IP YCC365 4G Đàm Thoại 2 Chiều - Camera gia đình- Camera an ninh - Camera chính hãng - Xoay 360 độ - Theo dõi đối tượng - không dây siêu rõ nét - bảo vệ gia đình qua điện thoại,149.000 ₫,29,29.0,40%off,29.0,(5),29.0,29 Đã bán,Hà Nội,OEM
29,https://www.lazada.vn/products/bao-hanh-5-nam-camera-mini-wifi-a9-hong-ngoai-ip-hd-1080p-may-quay-an-ninh-gia-dinh-khong-day-may-quay-ip-hd-tam-nhin-ban-dem-dvr-may-quay-mini-an-ninh-gia-dinh-khong-day-cameramini-quay-len-camra-sieu-nho-i2230538444.html,[Bảo Hành 5 Năm ] Camera Mini Wifi A9 Hồng Ngoại IP HD 1080P - Máy Quay An Ninh Gia Đình Không Dây - Máy Quay IP HD Tầm Nhìn Ban Đêm DVR Máy - Quay Mini An Ninh Gia Đình Không Dây - Cameramini quay lén - Camra siêu nhỏ.,249.000 ₫,30,30.0,45%off,30.0,(5),30.0,25 Đã bán,Hà Nội,OEM
30,https://www.lazada.vn/products/may-quay-wifi-ip-mini-hd-1080p-camera-wifi-khong-day-mini-giau-kin-360-do-camera-bong-den-fhd-1080p-ro-net-co-den-led-chieu-sang-ban-dem-dam-thoai-2-chieu-chong-chom-hang-chinh-hang-bao-hanh-5-nam-i2230403889.html,"Máy Quay WIFI IP Mini HD 1080P - Camera wifi không dây mini giấu kín 360 độ, camera bóng đèn FHD 1080p Rõ nét, Có đèn Led chiếu sáng ban đêm, Đàm thoại 2 chiều, chống chộm, hàng chính hãng bảo hành 5 năm",248.000 ₫,31,31.0,49%off,31.0,(6),31.0,22 Đã bán,Hà Nội,OEM
31,https://www.lazada.vn/products/camera-wifi-khong-day-camera-mini-4k-giau-kin-wifi-cu-sac-dien-thoai-chat-luong-an-toan-cao-cap-hinh-anh-ro-net-fullhd-1080p-goc-quay-rong-hinh-anh-sac-net-ban-kem-camera-camera-sieu-nho-mini-i2224260346.html,"Camera wifi không dây, camera mini 4k giấu kí.n wifi, Củ Sạc Điện Thoại, Chất Lượng An Toàn Cao Cấp, Hình Ảnh Rõ Nét, FullHD 1080P, Góc Quay Rộng, Hình Anh Sắc Nét (Bán kèm camera camera siêu nhỏ mini)",569.000 ₫,32,32.0,29%off,32.0,(35),32.0,48 Đã bán,Hà Nội,OEM
32,https://www.lazada.vn/products/camera-mini-4k-giau-kin-camara-quay-len-mini-camera-mini-ket-noi-dien-thoai-gia-re-xem-qua-3g-4g-5g-camera-360-do-mini-camera-sieu-nho-mini-khong-day-camera-coc-sac-nho-hon-camera-mini-wifi-yoosee-xiaomi-sony-v380-q15-i2224216788.html,"Camera mini 4k giấu kin- Camara quay len mini- Camera mini kết nối điện thoại giá rẻ xem qua 3g, 4g, 5g- Camera 360 độ mini- Camera siêu nhỏ mini không dây- Camera cốc sạc nhỏ hơn camera mini wifi yoosee, xiaomi, sony, v380, Q15.",679.000 ₫,33,33.0,43%off,33.0,(32),33.0,47 Đã bán,Hà Nội,No Brand
33,https://www.lazada.vn/products/camera-xiaomi-ngoai-troi-2k-camera-wifi-mini-goc-sieu-rong-kem-the-nho-chuyen-dung-co-dam-thoai-2-chieu-khang-nuoc-ip67-hong-ngoai-ban-dem-canh-bao-chuyen-dong-i2204231871.html,"Camera Xiaomi Ngoài Trời 2K, Camera Wifi Mini Góc Siêu Rộng, Kèm Thẻ Nhớ Chuyên Dụng, Có Đàm Thoại 2 Chiều, Kháng Nước IP67, Hồng Ngoại Ban Đêm, Cảnh Báo Chuyển Động",568.000 ₫,34,34.0,40%off,34.0,(1),34.0,52 Đã bán,Hồ Chí Minh,No Brand
34,https://www.lazada.vn/products/camera-chinh-hang-wifi-yoosee-bong-den-8-led-the-he-moi-30mp-full-hd-camera-xoay-360-do-dam-thoai-2-chieu-canh-bao-chuyen-dong-xem-dem-co-mau-i2177645863.html,"Camera chính hãng Wifi Yoosee Bóng Đèn 8 LED thế hệ mới 3.0MP Full HD, Camera xoay 360 độ, đàm thoại 2 chiều, cảnh báo chuyển động, xem đêm có màu",589.000 ₫,35,35.0,40%off,35.0,(121),35.0,607 Đã bán,Hà Nội,OEM
35,https://www.lazada.vn/products/camera-chinh-hang-wifi-yoosee-5-rau-8-led-30mpx-full-hd-mau-moi-2022-camera-xoay-360-do-dam-thoai-2-chieu-theo-doi-chuyen-dongbao-hanh-chinh-hang-5-nam-i2177485250.html,"Camera chính hãng Wifi Yoosee 5 Râu 8 Led 3.0Mpx Full HD Mẫu Mới 2022, Camera xoay 360 độ, đàm thoại 2 chiều, theo dõi chuyển động,bảo hành chính hãng 5 năm",649.000 ₫,36,36.0,36%off,36.0,(118),36.0,600 Đã bán,Hà Nội,No Brand
36,https://www.lazada.vn/products/camera-yoosee-ptz-15led-xoay-360-do-full-hd-20mp-dam-thoai-2-chieu-bao-dong-chong-trom-ban-dem-co-mau-wifi-khong-day-ngoai-troi-i2168341114.html,Camera Yoosee PTZ 15LED Xoay 360 Độ Full HD 2.0MP- Đàm Thoại 2 Chiều- Báo Động Chống Trộm- Ban Đêm Có Màu- Wifi Không Dây Ngoài Trời,499.000 ₫,37,37.0,11%off,37.0,(9),37.0,56 Đã bán,Hà Nội,YooSee
37,https://www.lazada.vn/products/camera-nang-luong-mat-troi-su-dung-sim-4g-khong-day-do-phan-giai-30mpx-chong-trom-hang-chinh-hang-bao-hanh-12th-i2162610653.html,Camera Năng Lượng Mặt Trời - Sử dụng SIM 4G không dây- độ phân giải 3.0mpx- CHỐNG TRỘM- Hàng Chính Hãng - bảo hành 12th,1.450.000 ₫,38,,,,,,,Hồ Chí Minh,YooSee
38,https://www.lazada.vn/products/camera-wifi-ngoai-troi-ptz-carecam-50mpx-chong-nuoc-co-mau-ban-dem-chay-app-carecampro-i2093176885.html,"Camera WIFI Ngoài trời PTZ Carecam 5.0Mpx, Chống nước, Có màu ban đêm, Chạy App: Carecampro",538.000 ₫,39,39.0,23%off,39.0,(4),39.0,33 Đã bán,Đà Nẵng,
39,https://www.lazada.vn/products/camera-yoosee-3-rau-new-2022-hinh-anh-sac-net-xoay-360-do-ban-dem-co-mau-i2071838617.html,Camera Yoosee 3 râu New 2022 - Hình ảnh sắc nét - Xoay 360 độ - Ban đêm có màu,195.000 ₫,40,40.0,46%off,40.0,(110),40.0,464 Đã bán,Hà Nội,
